-0.5294259786605835,-0.41416364908218384,-0.043106913566589355,-0.5296126778712629,-0.6341635570756854,-0.043181921936743244,-0.5288726700907518,0.23783607824401165,-0.0428846160332242,-0.2744277652075256,-0.4143797320170392,-0.044036668326724704,-0.8874234704887981,-0.413860285589328,-0.0418016108053013
-0.5297228693962097,-0.41364461183547974,-0.0426335334777832,-0.5299119024994815,-0.6336445176460317,-0.04270909692228339,-0.5291626440174224,0.2383551090212469,-0.042409590905900824,-0.2747246819212954,-0.4138633953576927,-0.043569759026921076,-0.8877203247531482,-0.41333745692978474,-0.041319146236248466
-0.5297228693962097,-0.41364461183547974,-0.0426335334777832,-0.529912244116585,-0.6336445181145116,-0.042706843998426954,-0.5291616315885522,0.2383551104096514,-0.04241626775296627,-0.27472466973248666,-0.413863802057887,-0.04356633780154782,-0.8877203418652797,-0.41333688595461,-0.04132394936834112
-0.5300726890563965,-0.4139670431613922,-0.04286336898803711,-0.5302643274521791,-0.6339669499756649,-0.04292876345692053,-0.5295047425379863,0.23803268066999805,-0.04266956356207351,-0.2810744704721331,-0.41418366905527904,-0.0437800014582576,-0.8880701278241327,-0.4136555890649606,-0.041545479733663876
-0.5300726890563965,-0.4139670431613922,-0.04286336898803711,-0.530262635424268,-0.6339669527317596,-0.04292427389319547,-0.5295097570934317,0.2380326888380604,-0.042682868996385966,-0.2810744437033827,-0.4141817746232196,-0.043773150016441935,-0.8930701310770551,-0.4136540009098125,-0.041537061705663805
-0.5295207500457764,-0.41394615173339844,-0.043166399002075195,-0.5297052271934617,-0.6329460670028073,-0.043221898314615814,-0.5290515547432161,0.14305363276459593,-0.043025243216298366,-0.2805224880640976,-0.4141556686289511,-0.04407283861601648,-0.8925182163082237,-0.4136407114398819,-0.04184496293837766
-0.5295578241348267,-0.41402873396873474,-0.0430678129196167,-0.5297385454271442,-0.6330286515866408,-0.04312632073855035,-0.5290981813959187,0.14297105650237785,-0.0429190053618722,-0.280559518706768,-0.4142339710625756,-0.043963229967979536,-0.8925553537347677,-0.41372953290421977,-0.041762445897304615
-0.5295578241348267,-0.41402873396873474,-0.0430678129196167,-0.5297373740213364,-0.6330286508289243,-0.04313244316222727,-0.5291011607248454,0.14297105457521797,-0.04290343371809118,-0.2805595290699162,-0.41423261321812554,-0.043966416291213464,-0.8925553386270455,-0.413731512412394,-0.041757800775481656
-0.5298539400100708,-0.413857638835907,-0.042618513107299805,-0.5300350086849187,-0.6328575550097523,-0.04268120268938053,-0.5293934137457317,0.1431421479624121,-0.042459069741003164,-0.28285566788868743,-0.41406159855163904,-0.04351960660156794,-0.8928514006580957,-0.4135578923710862,-0.04129423400438753
-0.5298539400100708,-0.413857638835907,-0.042618513107299805,-0.5300377999086819,-0.6328575539308823,-0.04267668467501709,-0.5293863146058406,0.1431421452184366,-0.04247056076383621,-0.2828557070689769,-0.41406476253486996,-0.04352956949985994,-0.8868513860018543,-0.4135582738135192,-0.04130172309861977
